Country,Year,Disease Name,Disease Category,Prevalence Rate (%),Incidence Rate (%),Mortality Rate (%),Age Group,Gender,Population Affected,Healthcare Access (%),Doctors per 1000,Hospital Beds per 1000,Treatment Type,Average Treatment Cost (USD),Availability of Vaccines/Treatment,Recovery Rate (%),DALYs,Improvement in 5 Years (%),Per Capita Income (USD),Education Index,Urbanization Rate (%)
Brazil,2024,Diabetes,Autoimmune,1.64,3.79,4.79,19-35,Male,675910,63.95,3.32,1.33,Surgery,16805,No,72.95,2833,8.87,37649,0.61,81.23
Germany,2010,Diabetes,Autoimmune,12.2,10.27,0.79,36-60,Male,495855,97.66,1.88,7.49,Surgery,40158,Yes,78.65,1027,9.52,94989,0.74,44.68
Argentina,2003,Diabetes,Metabolic,8.01,9.85,9.96,61+,Male,545832,83.38,3.36,2.81,Therapy,34565,No,55.3,3091,9.77,40997,0.51,37.89
Turkey,2011,Diabetes,Metabolic,1.95,6.53,0.24,19-35,Male,392751,92.5,4.4,7.1,Vaccination,21729,No,75.94,1099,6.12,89009,0.82,79.42
South Africa,2017,Diabetes,Metabolic,18.61,12.07,4.75,19-35,Other,781724,59.12,1.35,8.34,Vaccination,32566,Yes,52.06,4146,2.56,77691,0.6,70.07
Turkey,2002,Diabetes,Metabolic,17.33,3.18,1.28,0-18,Other,261204,95.2,4.09,6.93,Therapy,18327,Yes,63.74,190,7.38,85708,0.67,52.67
Saudi Arabia,2000,Diabetes,Neurological,17.79,11.77,5.8,0-18,Female,507443,73.3,3.14,6.06,Surgery,47962,Yes,77.94,2346,8.81,84247,0.74,52.31
China,2003,Diabetes,Parasitic,8.69,4.95,9.47,19-35,Male,676472,62.52,1.81,2.77,Medication,13043,No,94.97,4348,7.59,82643,0.68,21.35
Italy,2008,Diabetes,Viral,7.47,6.64,1.54,61+,Male,159383,59.26,1.93,6.96,Surgery,29122,Yes,86.94,1217,2.58,63315,0.61,77.98
Mexico,2019,Diabetes,Bacterial,2.99,14.45,2.84,0-18,Other,355230,62.02,0.87,6.47,Therapy,4540,No,60.06,1856,0.92,82362,0.63,52.25
Japan,2024,Diabetes,Bacterial,12.54,4.9,9.33,61+,Female,603757,76.79,4.23,1.94,Vaccination,13635,No,60.18,2950,2.58,81009,0.75,51.72
Saudi Arabia,2016,Diabetes,Neurological,10.1,12.55,3.77,0-18,Female,777588,80.27,1.3,9.1,Medication,42227,Yes,56.64,3388,2.04,8620,0.71,32.42
Saudi Arabia,2006,Diabetes,Respiratory,15.72,9.74,7.74,19-35,Male,471642,88.44,3.18,9.75,Vaccination,11361,No,54.85,1274,7.88,56347,0.52,44.94
India,2004,Diabetes,Parasitic,17.8,0.53,0.28,19-35,Female,664331,53.59,1.96,5.73,Vaccination,7488,Yes,88.86,1733,4.11,78083,0.64,48.31
USA,2021,Diabetes,Parasitic,17.84,1.27,0.66,19-35,Other,614595,84.65,3.82,8.66,Surgery,5079,Yes,82.84,1399,3.45,94798,0.81,35.98
South Korea,2022,Diabetes,Neurological,13.61,1.51,5.8,61+,Female,49349,68.02,1.43,4.97,Therapy,41500,Yes,66.27,478,0.47,72472,0.42,73.25
China,2006,Diabetes,Metabolic,0.66,0.48,2.83,61+,Male,115456,68.08,0.61,7.89,Medication,23878,Yes,81.08,1494,7.57,50300,0.41,71.45
Japan,2021,Diabetes,Infectious,10.97,11.59,1.47,0-18,Male,198572,55.35,0.79,3.82,Therapy,12333,Yes,90.83,4897,4.36,71124,0.7,76.06
China,2023,Diabetes,Metabolic,0.45,10.4,5.38,19-35,Other,711237,53.01,4.68,3.53,Surgery,10321,Yes,60.19,3841,7.42,51400,0.68,24.5
Germany,2011,Diabetes,Parasitic,1.92,11.54,7.43,61+,Other,522804,70.53,1.29,3.3,Therapy,20308,Yes,62.91,619,2.13,83321,0.47,40.6
Argentina,2005,Diabetes,Viral,14.14,4.63,4.68,0-18,Other,553149,92.02,2.15,3.13,Vaccination,6219,No,72.84,1358,6.54,42720,0.9,28.98
Canada,2014,Diabetes,Metabolic,7.01,6.16,1.38,61+,Male,383643,61.22,0.75,0.8,Medication,18259,Yes,83.87,50,7.99,75839,0.52,53.02
Saudi Arabia,2004,Diabetes,Chronic,12.92,1.87,3.57,19-35,Female,407628,70.9,1.38,2.26,Vaccination,39456,No,53.1,2631,5.76,73560,0.61,45.77
Saudi Arabia,2006,Diabetes,Cardiovascular,6.21,6.71,2.05,0-18,Male,461530,72.06,0.83,2.85,Therapy,13928,No,56.14,3403,3.47,49994,0.72,33.01
South Korea,2018,Diabetes,Parasitic,14.61,9.5,6.31,19-35,Male,735620,60.59,2.07,2.24,Medication,31099,Yes,69.08,1249,1.57,28545,0.83,38.54
Australia,2006,Diabetes,Viral,12.93,1.08,3.55,61+,Other,179728,85.92,3.88,4.41,Surgery,7274,Yes,56.52,4447,4.49,43098,0.69,88.59
Mexico,2021,Diabetes,Infectious,1.88,3.13,9.21,0-18,Other,137113,81.01,2.23,7.11,Surgery,44874,Yes,66.01,2727,1.09,31020,0.82,80.86
Japan,2014,Diabetes,Neurological,3.21,4.82,7.62,61+,Other,475590,67.99,4.62,4.86,Therapy,13280,No,61.92,1220,9.76,87241,0.64,46.49
Germany,2014,Diabetes,Metabolic,8.8,10.8,5.41,61+,Other,435827,92.82,1.42,1.0,Surgery,2490,Yes,66.11,4612,9.12,96850,0.65,52.38
Canada,2018,Diabetes,Parasitic,18.3,6.76,7.18,19-35,Other,508718,60.27,3.65,1.82,Therapy,8451,Yes,84.15,2858,0.27,38781,0.73,72.68
Canada,2001,Diabetes,Respiratory,8.49,12.83,6.36,36-60,Male,509427,72.95,1.1,5.32,Medication,32552,Yes,83.69,838,4.33,97329,0.57,21.34
Mexico,2008,Diabetes,Infectious,10.22,13.42,9.52,36-60,Male,162338,64.75,4.3,1.74,Surgery,45923,No,66.91,1944,3.55,59481,0.54,81.0
Mexico,2023,Diabetes,Infectious,5.17,11.3,9.4,19-35,Female,360984,86.88,4.47,2.78,Vaccination,42822,Yes,55.36,2267,4.22,10527,0.59,50.21
Nigeria,2000,Diabetes,Metabolic,17.21,13.91,3.8,19-35,Female,187165,57.79,3.72,5.2,Surgery,47271,No,83.48,4600,7.82,57211,0.8,31.65
Argentina,2012,Diabetes,Parasitic,15.26,3.18,5.46,19-35,Male,13322,94.96,0.97,6.44,Vaccination,22898,No,76.55,1359,0.52,42932,0.66,42.4
Turkey,2016,Diabetes,Respiratory,19.2,14.17,9.3,0-18,Other,220421,79.38,4.03,2.16,Medication,24826,Yes,73.87,2800,3.9,4531,0.88,51.35
Germany,2000,Diabetes,Bacterial,4.42,3.96,5.98,36-60,Other,168674,98.46,0.69,0.86,Medication,34055,No,52.38,4305,8.88,39083,0.88,67.67
South Africa,2000,Diabetes,Metabolic,1.11,12.33,6.52,61+,Female,126459,90.36,4.47,1.09,Medication,4638,No,63.48,2840,1.74,87736,0.73,59.18
Australia,2017,Diabetes,Cardiovascular,3.92,9.08,4.08,36-60,Female,626615,51.04,4.74,4.84,Vaccination,232,No,83.29,3648,9.29,79393,0.54,86.83
Brazil,2006,Diabetes,Chronic,19.18,0.15,3.58,19-35,Female,894482,52.25,1.15,1.99,Therapy,15208,Yes,63.01,2624,2.9,84354,0.48,73.59
Mexico,2009,Diabetes,Metabolic,3.39,3.5,1.42,61+,Male,423444,76.22,4.71,5.58,Therapy,22209,No,54.09,1631,3.81,93058,0.6,41.54
South Africa,2024,Diabetes,Cardiovascular,5.56,6.07,6.6,61+,Male,339479,52.8,3.65,4.66,Surgery,35110,No,58.49,38,6.14,95907,0.45,28.09
Germany,2001,Diabetes,Metabolic,0.22,13.25,8.1,36-60,Female,776339,57.94,4.71,9.94,Medication,39681,Yes,82.73,4980,8.32,17906,0.83,74.58
Saudi Arabia,2014,Diabetes,Metabolic,15.83,4.28,1.22,19-35,Male,501919,96.37,1.69,9.1,Medication,26235,No,84.44,10,2.49,68958,0.6,76.12
South Korea,2001,Diabetes,Metabolic,1.88,4.95,5.88,19-35,Female,319854,84.63,2.45,0.79,Surgery,32974,No,52.92,4256,1.87,79324,0.84,77.98
Germany,2023,Diabetes,Metabolic,19.24,6.88,1.83,0-18,Other,998135,72.12,0.85,2.18,Surgery,22111,Yes,94.63,1802,8.9,58097,0.66,60.39
Saudi Arabia,2014,Diabetes,Autoimmune,9.33,13.74,8.35,0-18,Male,160125,98.62,2.02,7.41,Therapy,8281,Yes,94.6,1883,2.53,18199,0.76,21.49
Australia,2000,Diabetes,Neurological,5.84,1.99,8.5,61+,Other,32948,80.95,4.05,1.27,Medication,36141,Yes,84.82,3759,9.6,53919,0.73,42.24
Japan,2009,Diabetes,Respiratory,4.33,2.7,5.8,0-18,Other,58414,75.72,2.8,4.69,Vaccination,25323,Yes,62.29,2221,5.77,5326,0.7,27.74
Australia,2023,Diabetes,Metabolic,2.0,0.15,6.41,0-18,Other,912882,65.11,1.76,7.76,Surgery,10093,Yes,71.8,1328,8.83,40494,0.49,34.35
South Africa,2003,Diabetes,Genetic,12.09,14.51,5.18,0-18,Female,557759,62.35,4.84,9.12,Vaccination,2927,Yes,63.3,3065,3.4,16916,0.66,72.5
Argentina,2004,Diabetes,Neurological,1.35,13.13,3.89,0-18,Female,768080,64.92,0.56,3.64,Therapy,8775,No,83.64,2682,0.61,88759,0.66,52.4
Argentina,2007,Diabetes,Bacterial,5.23,10.21,5.51,19-35,Other,257603,83.11,1.29,2.69,Vaccination,17265,Yes,77.52,1377,2.61,39077,0.77,61.98
UK,2010,Diabetes,Respiratory,19.41,14.25,5.95,19-35,Male,107594,81.48,1.99,4.12,Vaccination,15532,Yes,81.08,2272,6.06,74073,0.52,26.11
China,2003,Diabetes,Respiratory,4.27,6.23,6.37,36-60,Other,227158,53.95,4.88,5.75,Therapy,6246,No,61.43,3139,5.63,61591,0.59,71.15
UK,2003,Diabetes,Viral,18.98,8.62,9.74,19-35,Female,622220,97.29,1.75,7.61,Medication,41100,Yes,52.33,3838,4.57,53933,0.42,60.05
Canada,2016,Diabetes,Infectious,4.08,8.87,8.93,19-35,Female,6583,86.8,4.4,2.51,Therapy,34899,Yes,64.29,814,6.85,71764,0.42,64.21
Argentina,2002,Diabetes,Genetic,1.93,5.7,0.89,61+,Other,744720,92.06,2.2,3.43,Medication,5756,No,98.85,2970,6.91,83509,0.45,63.1
India,2014,Diabetes,Cardiovascular,12.41,6.19,1.81,19-35,Male,88593,76.54,4.92,5.09,Medication,41841,No,51.51,3864,8.25,55456,0.71,57.99
South Africa,2015,Diabetes,Metabolic,19.42,1.66,6.63,19-35,Female,298835,82.73,4.32,7.35,Vaccination,45854,Yes,77.93,4058,6.62,30352,0.75,77.13
South Korea,2020,Diabetes,Chronic,5.52,12.02,4.57,61+,Male,585618,62.58,3.17,5.16,Medication,14751,Yes,74.64,2293,5.62,3741,0.66,68.76
Japan,2018,Diabetes,Parasitic,10.34,3.13,6.81,0-18,Male,400394,88.97,2.79,1.52,Vaccination,38302,Yes,60.87,846,0.16,50617,0.87,58.29
Australia,2009,Diabetes,Parasitic,15.75,13.78,3.69,36-60,Male,870031,62.81,1.29,7.3,Medication,3836,Yes,85.19,337,2.38,74916,0.54,73.61
Australia,2012,Diabetes,Infectious,15.09,6.91,0.72,0-18,Male,564646,52.98,2.34,4.67,Therapy,9428,No,74.21,2590,6.03,49944,0.74,47.32
Russia,2007,Diabetes,Bacterial,16.87,5.66,3.84,36-60,Female,381234,77.52,2.57,6.93,Vaccination,16782,No,83.16,1288,2.73,79376,0.55,50.42
Canada,2005,Diabetes,Chronic,16.22,6.79,7.46,0-18,Male,803801,59.07,2.01,7.76,Surgery,41481,Yes,82.21,2646,3.77,60224,0.45,89.45
Germany,2007,Diabetes,Metabolic,5.73,5.94,8.5,0-18,Other,158262,89.41,1.96,0.92,Therapy,29921,Yes,92.96,4561,3.13,4436,0.57,75.56
UK,2020,Diabetes,Neurological,17.62,10.46,4.16,19-35,Other,759288,76.98,2.56,4.96,Vaccination,7204,Yes,78.03,4028,3.98,8023,0.86,32.27
Nigeria,2010,Diabetes,Chronic,1.69,13.17,6.83,19-35,Female,845059,93.5,3.16,0.87,Surgery,46018,No,67.63,236,4.34,84717,0.86,72.53
UK,2001,Diabetes,Metabolic,14.56,8.88,3.08,0-18,Other,162407,96.67,4.02,9.95,Therapy,40675,No,64.51,2834,5.68,97554,0.88,49.26
Japan,2022,Diabetes,Neurological,18.53,2.3,9.72,61+,Male,216599,71.27,3.88,0.82,Surgery,24489,No,88.29,4690,5.09,41976,0.66,36.37
Nigeria,2000,Diabetes,Infectious,6.72,13.75,1.5,0-18,Other,5862,87.66,3.81,3.05,Surgery,18511,No,83.24,2501,8.19,68567,0.44,30.44
Saudi Arabia,2012,Diabetes,Autoimmune,16.5,7.35,6.3,19-35,Other,486381,97.87,4.12,9.45,Therapy,8665,No,66.65,1110,2.65,63508,0.49,77.72
Nigeria,2017,Diabetes,Bacterial,2.53,6.18,2.54,61+,Male,23537,63.87,4.6,1.04,Medication,3514,Yes,65.97,4090,7.9,16892,0.42,51.13
France,2006,Diabetes,Chronic,3.35,3.19,1.89,0-18,Other,596948,59.21,3.48,3.19,Vaccination,38472,No,96.18,742,8.38,11093,0.58,22.5
Turkey,2007,Diabetes,Metabolic,5.15,9.66,2.28,0-18,Other,697199,57.06,3.81,3.47,Medication,41463,Yes,82.91,3964,3.54,99918,0.86,72.37
Indonesia,2014,Diabetes,Chronic,11.35,12.81,6.96,61+,Other,56433,77.66,2.03,1.9,Medication,41560,No,79.32,4038,1.23,11431,0.87,24.04
India,2012,Diabetes,Viral,0.39,3.38,4.74,36-60,Male,682452,55.17,5.0,4.45,Medication,41315,Yes,79.38,4014,9.59,61248,0.83,29.17
Australia,2017,Diabetes,Genetic,18.92,2.59,4.87,36-60,Other,898164,73.63,3.27,1.58,Vaccination,9547,Yes,72.78,2225,4.71,38507,0.69,55.33
Japan,2020,Diabetes,Viral,17.97,9.26,3.12,36-60,Female,756660,71.39,1.72,1.39,Therapy,15932,Yes,58.41,4507,1.29,25800,0.79,79.97
Mexico,2017,Diabetes,Neurological,18.73,0.48,0.98,0-18,Female,788180,91.66,4.28,6.35,Medication,10874,No,63.71,2834,3.11,34893,0.43,36.52
Nigeria,2013,Diabetes,Infectious,2.77,10.4,8.19,19-35,Male,850162,96.24,1.41,5.49,Vaccination,36310,Yes,91.71,1562,1.61,3870,0.62,48.34
India,2021,Diabetes,Neurological,0.2,8.18,0.81,19-35,Other,63836,65.35,4.07,0.91,Therapy,8434,No,77.69,588,2.9,39158,0.63,68.84
Indonesia,2009,Diabetes,Neurological,10.85,11.9,9.76,19-35,Male,105046,68.83,2.03,8.73,Vaccination,36990,Yes,64.67,4527,7.71,18360,0.76,56.15
Australia,2017,Diabetes,Bacterial,1.39,9.79,7.05,0-18,Other,517387,97.07,1.79,2.47,Medication,5662,No,59.14,966,8.79,66382,0.53,75.36
Saudi Arabia,2018,Diabetes,Neurological,19.17,11.65,9.46,0-18,Female,132844,92.45,4.31,7.19,Therapy,2877,Yes,95.11,3138,5.34,68859,0.61,33.07
Argentina,2020,Diabetes,Neurological,14.93,11.16,8.98,0-18,Other,8633,67.92,3.8,3.86,Vaccination,38041,No,94.09,258,7.62,36227,0.8,39.94
Saudi Arabia,2010,Diabetes,Autoimmune,17.22,11.61,4.7,19-35,Male,44653,99.29,0.66,9.14,Vaccination,38688,Yes,52.74,4909,4.52,69188,0.66,71.17
Germany,2006,Diabetes,Infectious,16.2,9.33,3.53,19-35,Female,523933,50.19,2.07,9.78,Medication,43450,Yes,82.55,444,7.37,79930,0.75,23.39
UK,2018,Diabetes,Infectious,19.07,4.59,7.35,19-35,Male,432423,53.22,1.65,3.95,Vaccination,27067,Yes,52.87,3790,5.69,56713,0.48,73.86
Brazil,2009,Diabetes,Neurological,17.99,2.79,5.34,36-60,Other,80506,72.1,3.82,3.01,Medication,8438,No,70.74,1531,7.82,84507,0.87,50.99
Italy,2013,Diabetes,Autoimmune,1.39,6.45,4.31,0-18,Other,512577,59.52,1.94,9.51,Therapy,28969,No,62.38,392,8.57,59493,0.7,43.6
Japan,2017,Diabetes,Cardiovascular,13.83,11.92,2.26,19-35,Other,27193,89.18,3.57,1.46,Surgery,10417,No,78.12,4205,7.74,65282,0.46,71.71
Indonesia,2011,Diabetes,Bacterial,15.17,0.25,9.58,36-60,Male,219410,88.4,2.3,1.72,Therapy,1173,No,53.85,265,7.74,48807,0.9,62.41
Saudi Arabia,2014,Diabetes,Cardiovascular,10.5,8.66,0.88,19-35,Other,277818,71.35,2.42,2.21,Therapy,11987,Yes,67.38,4088,4.48,33045,0.8,82.43
Indonesia,2013,Diabetes,Viral,0.97,4.01,8.07,0-18,Male,104363,55.85,0.86,6.53,Surgery,14734,No,91.29,3460,0.11,30540,0.83,52.61
Indonesia,2014,Diabetes,Parasitic,11.31,11.64,5.01,61+,Male,696110,81.45,1.27,6.97,Therapy,3981,Yes,64.81,4777,5.58,56367,0.78,52.94
Germany,2010,Diabetes,Respiratory,16.74,9.92,1.95,36-60,Other,341507,82.87,2.06,5.96,Therapy,438,No,61.32,2777,4.36,25802,0.57,43.32
Nigeria,2024,Diabetes,Infectious,11.31,6.21,7.1,61+,Female,783426,64.69,3.74,4.24,Therapy,32609,Yes,97.95,4107,4.26,1106,0.43,46.81
South Africa,2007,Diabetes,Genetic,6.22,14.64,3.08,36-60,Male,544329,67.34,4.16,5.92,Vaccination,23568,Yes,80.4,3388,3.41,65199,0.66,77.52
Turkey,2014,Diabetes,Parasitic,0.16,8.15,6.0,61+,Other,26585,79.26,4.52,3.71,Surgery,2888,Yes,59.4,995,8.14,7853,0.73,56.99
South Korea,2020,Diabetes,Autoimmune,11.64,5.09,4.71,19-35,Male,529945,74.28,2.07,4.39,Medication,36338,Yes,57.92,4092,9.64,78905,0.77,25.19
South Africa,2005,Diabetes,Metabolic,12.49,8.09,7.16,61+,Male,782821,84.53,4.69,5.2,Therapy,22705,No,50.79,1754,8.52,63986,0.43,31.42
Turkey,2024,Diabetes,Parasitic,16.3,3.57,4.21,61+,Female,151655,53.35,4.36,9.98,Vaccination,3708,No,97.97,4745,2.59,92597,0.72,23.5
Saudi Arabia,2020,Diabetes,Chronic,6.1,11.17,3.12,36-60,Male,609040,89.27,1.72,1.36,Medication,28064,Yes,79.52,3186,0.1,64284,0.58,48.06
Japan,2004,Diabetes,Neurological,11.33,13.61,2.02,36-60,Other,550161,92.43,1.3,2.22,Vaccination,7947,Yes,63.35,1928,6.15,56060,0.56,54.16
Italy,2016,Diabetes,Cardiovascular,19.7,2.86,3.59,61+,Female,901260,94.92,3.91,8.18,Surgery,39351,No,64.29,3686,0.78,29970,0.48,27.46
Turkey,2009,Diabetes,Parasitic,2.56,4.78,2.31,0-18,Other,175086,56.14,1.77,0.9,Therapy,47354,No,86.93,2081,1.67,98308,0.63,82.46
Italy,2012,Diabetes,Infectious,2.14,9.62,6.59,0-18,Other,137706,73.11,3.59,7.7,Medication,19029,No,73.07,2108,2.59,57153,0.89,72.05
Germany,2012,Diabetes,Metabolic,19.93,9.62,7.64,19-35,Female,883447,99.83,3.29,9.54,Therapy,10348,No,70.9,2478,1.36,44641,0.65,22.77
Argentina,2001,Diabetes,Neurological,16.44,13.55,9.21,19-35,Female,708002,79.98,4.92,3.28,Therapy,21571,No,88.83,3789,1.58,46118,0.79,83.06
South Africa,2018,Diabetes,Neurological,10.01,14.67,4.92,36-60,Female,122123,77.62,0.77,1.65,Medication,46376,No,61.12,2407,8.92,84455,0.46,22.49
Mexico,2021,Diabetes,Autoimmune,11.52,4.3,1.81,36-60,Male,690959,76.23,2.05,4.44,Therapy,30161,Yes,94.62,4564,4.71,46871,0.66,24.65
Argentina,2016,Diabetes,Infectious,8.07,1.17,4.57,0-18,Female,794321,79.82,4.54,3.74,Therapy,32018,Yes,52.98,1986,3.61,79635,0.71,32.56
South Africa,2001,Diabetes,Infectious,18.15,4.4,3.08,61+,Male,602737,51.39,1.57,5.82,Vaccination,19622,No,92.33,2048,4.82,81088,0.44,62.77
Argentina,2008,Diabetes,Bacterial,14.88,6.46,0.77,19-35,Other,810380,72.26,1.19,6.81,Therapy,8772,No,55.38,4633,9.82,92747,0.48,82.3
Russia,2000,Diabetes,Genetic,13.11,5.18,0.47,0-18,Male,801959,65.77,1.11,7.1,Medication,27387,Yes,78.63,796,6.49,68108,0.76,71.69
India,2023,Diabetes,Parasitic,0.36,7.75,0.54,0-18,Female,453814,53.27,2.21,8.27,Vaccination,16893,No,74.85,3618,4.61,27646,0.62,44.24
Mexico,2019,Diabetes,Parasitic,15.21,6.18,5.87,61+,Male,336122,54.5,0.66,8.18,Medication,24102,Yes,84.22,1605,0.87,64698,0.88,64.08
USA,2020,Diabetes,Respiratory,8.83,2.79,8.58,19-35,Male,536720,89.08,3.21,9.04,Surgery,21569,No,95.77,3902,7.32,32467,0.67,87.29
Russia,2015,Diabetes,Infectious,4.56,13.0,8.2,19-35,Other,766566,68.74,0.6,4.29,Vaccination,13621,Yes,61.77,2605,8.73,2120,0.81,67.23
Turkey,2011,Diabetes,Respiratory,17.58,0.8,4.14,36-60,Female,768557,72.97,2.64,6.85,Surgery,29355,Yes,76.74,3662,5.35,77017,0.62,23.63
Germany,2020,Diabetes,Cardiovascular,14.31,2.3,7.91,61+,Other,375671,57.18,2.02,3.87,Therapy,44350,Yes,75.91,2768,8.12,48804,0.45,55.92
UK,2002,Diabetes,Chronic,12.94,3.9,1.39,19-35,Male,527661,70.07,1.75,7.0,Vaccination,35464,Yes,65.36,645,2.92,5798,0.68,45.47
Mexico,2022,Diabetes,Viral,0.32,14.11,5.3,36-60,Other,653030,62.95,3.67,7.07,Vaccination,39945,No,80.31,3262,3.79,80284,0.69,64.18
Saudi Arabia,2024,Diabetes,Chronic,14.88,12.96,2.61,61+,Female,968237,71.55,2.69,1.52,Medication,43935,Yes,54.03,1914,9.56,23929,0.49,55.71
India,2014,Diabetes,Viral,18.2,3.19,1.68,61+,Female,233687,56.59,2.03,2.05,Therapy,35448,No,50.93,1767,2.97,71599,0.6,64.88
Mexico,2020,Diabetes,Neurological,13.45,7.92,4.25,0-18,Other,943750,72.53,0.76,7.47,Medication,47516,Yes,56.5,27,4.27,78785,0.84,84.45
Indonesia,2004,Diabetes,Bacterial,7.67,11.08,9.34,36-60,Other,439559,68.67,2.85,3.62,Therapy,13459,Yes,50.09,2413,6.68,56936,0.54,89.08
Argentina,2005,Diabetes,Infectious,17.59,10.89,8.29,19-35,Other,80759,78.41,1.47,4.35,Medication,37687,Yes,58.41,4605,1.02,51091,0.47,56.26
Brazil,2005,Diabetes,Viral,13.26,14.35,5.5,36-60,Male,306350,84.46,4.25,7.61,Medication,27377,No,87.82,4319,2.09,64864,0.53,73.52
Saudi Arabia,2013,Diabetes,Autoimmune,17.57,2.5,6.11,19-35,Other,786790,57.53,4.78,2.03,Medication,30546,No,62.59,712,2.92,89976,0.45,24.42
Canada,2005,Diabetes,Respiratory,0.49,4.77,2.43,19-35,Female,313985,79.19,2.1,2.89,Medication,42524,Yes,52.29,4312,3.95,33762,0.67,86.27
Argentina,2000,Diabetes,Metabolic,9.65,1.67,2.58,36-60,Male,214198,96.24,2.21,4.21,Medication,10080,Yes,67.31,1714,8.23,61391,0.77,56.53
Australia,2001,Diabetes,Metabolic,6.66,6.83,4.24,36-60,Male,822498,64.3,0.77,6.76,Therapy,31605,Yes,80.61,2932,4.92,11276,0.64,29.67
Turkey,2010,Diabetes,Genetic,18.93,8.36,7.97,19-35,Male,461063,59.58,3.33,8.82,Therapy,28629,Yes,90.08,3724,1.84,12225,0.81,44.51
South Korea,2022,Diabetes,Cardiovascular,5.5,7.14,2.57,0-18,Male,889852,73.08,4.45,9.8,Medication,23756,No,93.58,1719,9.64,45252,0.48,34.08
Brazil,2023,Diabetes,Viral,3.73,11.83,6.67,0-18,Male,548258,90.68,2.46,7.52,Therapy,17470,No,73.5,4516,7.23,70563,0.48,64.0
Nigeria,2013,Diabetes,Cardiovascular,1.69,5.17,5.49,36-60,Female,674602,94.03,0.69,5.68,Medication,15897,No,76.62,177,0.41,96903,0.83,73.61
Japan,2004,Diabetes,Bacterial,19.52,9.06,4.61,19-35,Female,619073,80.76,1.44,5.24,Surgery,39588,No,95.87,3359,4.33,70165,0.59,61.28
Argentina,2008,Diabetes,Viral,17.79,13.28,3.0,36-60,Female,404668,85.32,1.04,6.14,Surgery,16979,Yes,55.65,1536,4.29,79332,0.73,55.69
Argentina,2005,Diabetes,Bacterial,1.62,0.34,1.77,36-60,Male,62401,64.66,4.83,9.75,Medication,39941,No,58.87,1637,7.81,71026,0.84,37.09
Indonesia,2006,Diabetes,Bacterial,15.96,1.56,0.35,19-35,Other,678532,66.21,4.93,3.37,Surgery,28071,Yes,77.36,1496,5.84,13110,0.6,59.56
South Korea,2011,Diabetes,Viral,2.74,8.94,4.87,0-18,Male,625729,74.9,3.74,8.55,Therapy,15115,No,69.05,4896,4.25,7800,0.79,53.2
Canada,2016,Diabetes,Bacterial,10.44,14.21,7.08,61+,Male,465503,88.45,4.09,9.32,Therapy,25360,No,85.91,246,4.39,88476,0.77,69.32
France,2007,Diabetes,Genetic,1.0,13.37,6.4,36-60,Female,701155,71.09,1.23,2.73,Vaccination,23749,No,84.92,4494,6.27,29711,0.48,52.94
Italy,2023,Diabetes,Autoimmune,12.19,3.44,2.25,19-35,Female,660875,77.31,1.59,9.84,Vaccination,5075,Yes,52.98,1803,1.75,35735,0.43,36.93
Australia,2016,Diabetes,Genetic,7.79,12.57,0.95,19-35,Male,620173,50.52,1.36,5.09,Vaccination,16732,No,84.01,2374,6.9,46108,0.69,35.9
France,2004,Diabetes,Bacterial,8.6,8.91,8.88,0-18,Female,905460,68.58,2.54,1.84,Medication,11388,No,83.14,170,1.12,65653,0.57,40.52
Brazil,2012,Diabetes,Infectious,18.17,9.0,7.95,61+,Male,355566,64.77,1.98,8.66,Vaccination,4633,No,84.13,2840,9.17,46624,0.44,56.86
South Korea,2003,Diabetes,Genetic,13.8,13.96,7.32,36-60,Female,440483,81.96,3.8,7.76,Vaccination,17444,Yes,87.33,260,4.8,85282,0.87,21.97
Japan,2008,Diabetes,Cardiovascular,17.82,8.27,5.4,0-18,Male,445789,58.39,1.49,7.09,Medication,13532,No,85.42,1931,7.76,26350,0.68,49.05
Brazil,2015,Diabetes,Autoimmune,8.05,6.86,7.55,0-18,Other,531247,84.22,3.22,9.22,Therapy,3613,No,77.65,3245,9.12,1804,0.8,70.79
Nigeria,2003,Diabetes,Genetic,17.82,5.57,4.38,0-18,Other,392192,82.36,1.01,8.9,Surgery,16961,No,71.96,2134,7.25,50456,0.76,38.18
Canada,2022,Diabetes,Viral,11.33,3.42,1.73,61+,Male,850376,69.77,0.76,6.53,Surgery,27525,Yes,82.53,3985,5.4,18706,0.8,25.54
Nigeria,2014,Diabetes,Parasitic,18.77,13.17,9.53,61+,Other,982698,52.04,1.05,3.98,Medication,40315,Yes,59.93,3265,3.8,82086,0.73,88.81
Australia,2009,Diabetes,Neurological,19.54,14.04,9.52,36-60,Female,770881,99.06,2.15,8.97,Therapy,27176,No,66.85,265,8.16,65375,0.86,82.64
USA,2005,Diabetes,Viral,14.9,8.67,8.21,19-35,Other,82619,89.4,1.43,4.82,Surgery,1419,No,86.1,507,1.56,45101,0.84,45.23
Italy,2001,Diabetes,Viral,2.01,12.73,1.5,19-35,Female,221468,53.35,1.56,3.47,Therapy,2039,No,62.53,3154,1.1,61219,0.59,20.32
Canada,2005,Diabetes,Cardiovascular,7.71,10.0,4.91,36-60,Female,607246,81.89,1.19,6.64,Surgery,43583,Yes,93.2,1387,6.84,28327,0.72,26.22
